78,"nụ cười mỉm sau bờ môi",,0,1,"2017-09-29 19:24:39",1,"2017-09-29 19:24:39"
79,"Ấm áp dịu dàng vai anh",,0,1,"2017-09-29 19:25:22",1,"2017-09-29 19:25:22"
80,"em đã bao lần yên giấc...",,0,1,"2017-09-29 19:25:22",1,"2017-09-29 19:25:22"
81,"Nhìn trên cao khoảng Trời yêu mà em lỡ dành cho an",,0,1,"2017-09-29 19:25:50",1,"2017-09-29 19:25:50"
82,"Giờ mây đen quyện thành bão",,0,1,"2017-09-29 19:26:22",1,"2017-09-29 19:26:22"
83,"giông tố đang dần kéo đến",,0,1,"2017-09-29 19:26:22",1,"2017-09-29 19:26:22"
84,"Chồi non háo hức đang đợi mưa",,0,1,"2017-09-29 19:26:52",1,"2017-09-29 19:26:52"
85,"rất giống em ngày xưa",,0,1,"2017-09-29 19:26:52",1,"2017-09-29 19:26:52"
86,"Mưa trôi để lại ngây thơ",,0,1,"2017-09-29 19:27:20",1,"2017-09-29 19:27:20"
87,"trong giấc mơ buốt lạnh",,0,1,"2017-09-29 19:27:20",1,"2017-09-29 19:27:20"
88,"(Nhớ nhưng chẳng thể ở bên  Hết nước mắt lòng buồn",,0,1,"2017-09-29 19:27:54",1,"2017-09-29 19:27:54"
89,"Tựa như yêu nhưng... đến khi ai đó chối từ",,0,1,"2017-09-29 19:28:21",1,"2017-09-29 19:28:21"
90,"Trời đất như rung chuyển một người... vỡ mộng.",,0,1,"2017-09-29 19:28:53",1,"2017-09-29 19:28:53"
91,"Anh vẫn nhớ phút ấy khi anh rời xa",,0,1,"2017-09-29 19:29:25",1,"2017-09-29 19:29:25"
92,"Người chẳng nói một lời… chỉ đứng yên vậy thôi",,0,1,"2017-09-29 19:29:52",1,"2017-09-29 19:29:52"
93,"Em đã cất giấu hết bao nhiêu buồn đau…",,0,1,"2017-09-29 19:30:21",1,"2017-09-29 19:30:21"
94,"Còn kí ức ngọt ngào anh mang theo dù ở đâu…",,0,1,"2017-09-29 19:30:49",1,"2017-09-29 19:30:49"
95,"Làm gì để…trở về…???",,0,1,"2017-09-29 19:31:21",1,"2017-09-29 19:31:21"
96,"Người đừng lặng im đến thế",,0,1,"2017-09-29 19:31:50",1,"2017-09-29 19:31:50"
97,"Vì lặng im sẽ giết chết con tim!",,0,1,"2017-09-29 19:32:14",1,"2017-09-29 19:32:14"
98,"Dù yêu thương chẳng còn…anh vẫn xin em nói một lời",,0,1,"2017-09-29 19:32:39",1,"2017-09-29 19:32:39"
99,"Ngoài kia bao la thế giới  Nhưng trong anh thế giớ",,0,1,"2017-09-29 19:33:08",1,"2017-09-29 19:33:08"
100,"Mình xa nhau thật rồi…nhưng anh vẫn chờ đợi….",,0,1,"2017-09-29 19:34:18",1,"2017-09-29 19:34:18"
101,"Đã có lúc cố gắng để hiểu được em",,0,1,"2017-09-29 19:34:54",1,"2017-09-29 19:34:54"
102,"Rồi cứ thế mỏi mệt.. chỉ biết bên cạnh em",,0,1,"2017-09-29 19:35:22",1,"2017-09-29 19:35:22"
103,"Đây có lẽ chẳng phải yêu thương trọn vẹn",,0,1,"2017-09-29 19:35:58",1,"2017-09-29 19:35:58"
104,"Người tìm nơi bắt đầu..Người bỏ đi ở phía sau  Với",,0,1,"2017-09-29 19:36:25",1,"2017-09-29 19:36:25"
105,"Anh chẳng biết được là…  Khi tất cả đã qua em đã n",,0,1,"2017-09-29 19:37:51",1,"2017-09-29 19:37:51"
106,vidddd,,0,1,"2017-10-01 20:31:46",1,"2017-10-01 20:31:46"
107,"tình yêu",,0,1,"2017-10-10 10:46:26",1,"2017-10-10 10:46:26"
108,"hôn nhân",,0,1,"2017-10-10 10:46:26",1,"2017-10-10 10:46:26"
109,"gia đình",,0,1,"2017-10-10 10:46:26",1,"2017-10-10 10:46:26"
110,"hôn nhâ",,0,1,"2017-10-10 10:59:50",1,"2017-10-10 10:59:50"
111,"tình yêu hôn nhân gia đình",,0,1,"2017-10-10 11:14:01",1,"2017-10-10 11:14:01"
112,"Vợ cũ Lâm Vinh Hải",,0,1,"2017-10-10 11:31:38",1,"2017-10-10 11:31:38"
113,"Lý Phương Châu",,0,1,"2017-10-10 11:31:38",1,"2017-10-10 11:31:38"
114,"Vợ cũ Lâm Vinh Hải có tình mới",,0,1,"2017-10-10 11:31:38",1,"2017-10-10 11:31:38"
115,"Hồ Ngọc Hà",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
116,"Cường đô la",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
117,"Hạ Vi",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
118,"Chu Đăng Khoa",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
119,"Kim Lý",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
120,Subeo,,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
121,"đại gia kim cương",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
122,"Bé Subeo.",,0,1,"2017-10-10 11:53:02",1,"2017-10-10 11:53:02"
